uri,prefLabel,definition,altLabel,id
http://vocab.nerc.ac.uk/collection/P07/current/P20CK1W9/,surface_radioactivity_content_of_144Nd,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Nd"" means the element ""neodymium"" and ""144Nd"" is the isotope ""neodymium-144"" with a half-life of 7.64e+17 days.",,SDN:P07::P20CK1W9
http://vocab.nerc.ac.uk/collection/P07/current/7GIUIDHD/,volume_fraction_of_liquid_water_in_soil_pores,"The quantity with standard name volume_fraction_of_liquid_water_in_soil_pores is the ratio of the volume of liquid water in soil pores to the volume of the pores themselves. It represents the degree of saturation, on a scale of 0 to 1, where 0 = completely dry and 1 = saturated.",,SDN:P07::7GIUIDHD
http://vocab.nerc.ac.uk/collection/P07/current/USFDMNK3/,sea_surface_swell_wave_from_direction,"Swell waves are waves on the ocean surface and are the low frequency portion of a bimodal wave frequency spectrum. The phrase ""from_direction"" is used in the construction X_from_direction and indicates the direction from which the velocity vector of X is coming. The direction is a bearing in the usual geographical sense, measured positive clockwise from due north.",,SDN:P07::USFDMNK3
http://vocab.nerc.ac.uk/collection/P07/current/PVSEF9E1/,integral_wrt_time_of_radioactivity_concentration_of_11C_in_air,"The phrase ""integral_wrt_X_of_Y"" means int Y dX. The data variable should have an axis for X specifying the limits of the integral as bounds. The phrase ""wrt"" means ""with respect to"". ""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""C"" means the element ""carbon"" and ""11C"" is the isotope ""carbon-11"" with a half-life of 1.41e-02 days.",,SDN:P07::PVSEF9E1
http://vocab.nerc.ac.uk/collection/P07/current/H61OIITB/,integral_wrt_time_of_radioactivity_concentration_of_103Ru_in_air,"The phrase ""integral_wrt_X_of_Y"" means int Y dX. The data variable should have an axis for X specifying the limits of the integral as bounds. The phrase ""wrt"" means ""with respect to"". ""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Ru"" means the element ""ruthenium"" and ""103Ru"" is the isotope ""ruthenium-103"" with a half-life of 3.95e+01 days.",,SDN:P07::H61OIITB
http://vocab.nerc.ac.uk/collection/P07/current/CF12N362/,mass_fraction_of_ethanol_in_air,"""Mass fraction"" is used in the construction ""mass_fraction_of_X_in_Y"", where X is a material constituent of Y. It means the ratio of the mass of X to the mass of Y (including X). A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". The chemical formula for ethanol is C2H5OH.",,SDN:P07::CF12N362
http://vocab.nerc.ac.uk/collection/P07/current/O01JGUWZ/,stratiform_graupel_fall_amount,"Stratiform precipitation, whether liquid or frozen, is precipitation that formed in stratiform cloud. Graupel consists of heavily rimed snow particles, often called snow pellets; often indistinguishable from very small soft hail except when the size convention that hail must have a diameter greater than 5 mm is adopted. Reference: American Meteorological Society Glossary http://glossary.ametsoc.org/wiki/Graupel. There are also separate standard names for hail. Standard names for ""graupel_and_hail"" should be used to describe data produced by models that do not distinguish between hail and graupel. ""Amount"" means mass per unit area.",,SDN:P07::O01JGUWZ
http://vocab.nerc.ac.uk/collection/P07/current/CFSN0729/,baroclinic_northward_sea_water_velocity,A velocity is a vector quantity. 'Northward' indicates a vector component which is positive when directed northward (negative southward).,,SDN:P07::CFSN0729
http://vocab.nerc.ac.uk/collection/P07/current/52SO2NQQ/,mass_concentration_of_nitric_acid_trihydrate_ambient_aerosol_particles_in_air,"Mass concentration means mass per unit volume and is used in the construction mass_concentration_of_X_in_Y, where X is a material constituent of Y. A chemical species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". ""Aerosol"" means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. ""Ambient_aerosol"" means that the aerosol is measured or modelled at the ambient state of pressure, temperature and relative humidity that exists in its immediate environment. ""Ambient aerosol particles"" are aerosol particles that have taken up ambient water through hygroscopic growth. The extent of hygroscopic growth depends on the relative humidity and the composition of the particles. The chemical formula for nitric acid is HNO3. Nitric acid trihydrate, sometimes referred to as NAT, is a stable crystalline substance consisting of three molecules of water to one molecule of nitric acid.",,SDN:P07::52SO2NQQ
http://vocab.nerc.ac.uk/collection/P07/current/CF12N294/,mass_concentration_of_nitric_acid_trihydrate_ambient_aerosol_in_air,"Mass concentration means mass per unit volume and is used in the construction mass_concentration_of_X_in_Y, where X is a material constituent of Y.  A chemical species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. ""Aerosol"" means the suspended liquid or solid particles in air (except cloud droplets).  ""Ambient aerosol"" is aerosol that has taken up ambient water through hygroscopic growth. The extent of hygroscopic growth depends on the relative humidity and the composition of the aerosol. The chemical formula for nitric acid is HNO3. Nitric acid trihydrate, sometimes referred to as NAT, is a stable crystalline substance consisting of three molecules of water to one molecule of nitric acid.",,SDN:P07::CF12N294
http://vocab.nerc.ac.uk/collection/P07/current/UZ0ESYPD/,effective_radius_of_stratiform_cloud_rain_particles,"The effective radius of a size distribution of particles, such as aerosols, cloud droplets or ice crystals, is the area weighted mean radius of particle size. It is calculated as the ratio of the third to the second moment of the particle size distribution. In an atmosphere model, stratiform cloud is that produced by large-scale convergence (not the convection schemes).",,SDN:P07::UZ0ESYPD
http://vocab.nerc.ac.uk/collection/P07/current/CF12N202/,effective_radius_of_stratiform_cloud_rain_particle,"The effective radius of a size distribution of particles, such as aerosols, cloud droplets or ice crystals, is the area weighted mean radius of particle size. It is calculated as the ratio of the third to the second moment of the particle size distribution. In an atmosphere model, stratiform cloud is that produced by large-scale convergence (not the convection schemes).",,SDN:P07::CF12N202
http://vocab.nerc.ac.uk/collection/P07/current/PNGZN8J0/,surface_radioactivity_content_of_231U,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""U"" means the element ""uranium"" and ""231U"" is the isotope ""uranium-231"" with a half-life of 4.29e+00 days.",,SDN:P07::PNGZN8J0
http://vocab.nerc.ac.uk/collection/P07/current/D8LJCELK/,atmosphere_mole_content_of_water_vapor,"""Content"" indicates a quantity per unit area. The ""atmosphere content"" of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including ""content_of_atmosphere_layer"" are used. The construction ""atmosphere_mole_content_of_X"" means the vertically integrated number of moles of X above a unit area. Atmosphere water vapor content is sometimes referred to as ""precipitable water"", although this term does not imply the water could all be precipitated. The chemical formula for water is H2O.",,SDN:P07::D8LJCELK
http://vocab.nerc.ac.uk/collection/P07/current/CFV8N58/,moles_of_halon1301_in_atmosphere,"The construction ""moles_of_X_in_atmosphere"" means the total number of moles of X contained in the entire atmosphere, i.e, summed over the atmospheric column and over the entire globe.  The chemical formula of halon1301 is CBrF3.  The IUPAC name for halon 1301 is bromo-trifluoro-methane.",,SDN:P07::CFV8N58
http://vocab.nerc.ac.uk/collection/P07/current/CF12S12/,atmosphere_moles_of_halon1301,"The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for Halon1301 is CBrF3. The IUPAC name for Halon1301 is bromo(trifluoro)methane.",,SDN:P07::CF12S12
http://vocab.nerc.ac.uk/collection/P07/current/CF12N592/,surface_downward_x_stress_correction,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Surface stress"" means the shear stress (force per unit area) exerted by the wind at the surface. A downward stress is a downward flux of momentum. Over large bodies of water, wind stress can drive near-surface currents. ""Downward"" indicates a vector component which is positive when directed downward (negative upward). ""x"" indicates a vector component along the grid x-axis, positive with increasing x. ""Downward x"" indicates the ZX component of a tensor. A downward x stress is a downward flux of momentum, which accelerates the lower medium in the direction of increasing x and and the upper medium in the direction of decreasing x. A positive correction is downward i.e. added to the ocean.",,SDN:P07::CF12N592
http://vocab.nerc.ac.uk/collection/P07/current/8RT94HBX/,mole_fraction_of_carbon_monoxide_in_dry_air,"""Mole fraction"" is used in the construction ""mole_fraction_of_X_in_Y"", where X is a material constituent of Y. A chemical species or biological group denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". The phrase ""in_dry_air"" means that the quantity is calculated as the total number of particles of X divided by the number of dry air particles, i.e. the effect of water vapor is excluded. The chemical formula of carbon monoxide is CO.",,SDN:P07::8RT94HBX
http://vocab.nerc.ac.uk/collection/P07/current/YNRILV6V/,frozen_soil_density,The density of the soil in its naturally frozen condition. Also known as frozen bulk density. The density of a substance is its mass per unit volume.,,SDN:P07::YNRILV6V
http://vocab.nerc.ac.uk/collection/P07/current/CFV8N124/,tendency_of_sea_water_salinity_due_to_sea_ice_thermodynamics,"The phrase ""tendency_of_X"" means derivative of X with respect to time. Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and normally given as 1e-3 or 0.001 i.e. parts per thousand. There are standard names for the more precisely defined salinity quantities: sea_water_knudsen_salinity, S_K (used for salinity observations between 1901 and 1966), sea_water_cox_salinity, S_C (used for salinity observations between 1967 and 1977), sea_water_practical_salinity, S_P (used for salinity observations from 1978 to the present day), sea_water_absolute_salinity, S_A, sea_water_preformed_salinity, S_*, and sea_water_reference_salinity. Practical Salinity is reported on the Practical Salinity Scale of 1978 (PSS-78), and is usually based on the electrical conductivity of sea water in observations since the 1960s. Conversion of data between the observed scales follows: S_P = (S_K - 0.03) * (1.80655 / 1.805) and S_P = S_C, however the accuracy of the latter is dependent on whether chlorinity or conductivity was used to determine the S_C value, with this inconsistency driving the development of PSS-78. The more precise standard names should be used where appropriate for both modelled and observed salinities. In particular, the use of sea_water_salinity to describe salinity observations made from 1978 onwards is now deprecated in favor of the term sea_water_practical_salinity which is the salinity quantity stored by national data centers for post-1978 observations. The only exception to this is where the observed salinities are definitely known not to be recorded on the Practical Salinity Scale. The unit ""parts per thousand"" was used for sea_water_knudsen_salinity and sea_water_cox_salinity. The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ""Sea ice thermodynamics"" refers to the addition or subtraction of sea ice mass due to surface and basal fluxes, i.e. due to melting, sublimation and fusion. ""Sea ice"" means all ice floating in the sea which has formed from freezing sea water, rather than by other processes such as calving of land ice to form icebergs.",,SDN:P07::CFV8N124
http://vocab.nerc.ac.uk/collection/P07/current/FG46O9VT/,surface_radioactivity_content_of_249Cf,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Cf"" means the element ""californium"" and ""249Cf"" is the isotope ""californium-249"" with a half-life of 1.32e+05 days.",,SDN:P07::FG46O9VT
http://vocab.nerc.ac.uk/collection/P07/current/CF14N91/,tendency_of_mole_concentration_of_dissolved_iron_in_sea_water_due_to_scavenging_by_inorganic_particles,"The phrase ""tendency_of_X"" means derivative of X with respect to time. Mole concentration means number of moles per unit volume, also called ""molarity"", and is used in the construction mole_concentration_of_X_in_Y, where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". The specification of a physical process by the phrase ""due_to_"" process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase.",,SDN:P07::CF14N91
http://vocab.nerc.ac.uk/collection/P07/current/CFSN0681/,downwelling_photosynthetic_spherical_irradiance_in_sea_water,"Downwelling radiation is radiation from above. It does not mean ""net downward"". The sign convention is that ""upwelling"" is positive upwards and ""downwelling"" is positive downwards. ""Photosynthetic"" radiation is the part of the spectrum which is used in photosynthesis e.g. 400-700 nm. The range of wavelengths could be specified precisely by the bounds of a coordinate of radiation_wavelength. Spherical irradiance is the radiation incident on unit area of a hemispherical (or ""2-pi"") collector. It is sometimes called ""scalar irradiance"". The direction (up/downwelling) is specified. Radiation incident on a 4-pi collector has standard names of ""omnidirectional spherical irradiance"".",,SDN:P07::CFSN0681
http://vocab.nerc.ac.uk/collection/P07/current/OAVSRHQP/,volume_absorption_coefficient_of_radiative_flux_in_air_due_to_pm1_aerosol_particles,"The volume scattering/absorption/attenuation coefficient is the fractional change of radiative flux per unit path length due to the stated process. Coefficients with canonical units of m2 s-1 i.e. multiplied by density have standard names with specific_ instead of volume_. A scattering_angle should not be specified with this quantity. The scattering/absorption/attenuation coefficient is assumed to be an integral over all wavelengths, unless a coordinate of radiation_wavelength is included to specify the wavelength. Radiative flux is the sum of shortwave and longwave radiative fluxes. ""Aerosol"" means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. To specify the relative humidity at which the sample was measured, provide a scalar coordinate variable with the standard name of ""relative_humidity"". The specification of a physical process by the phrase ""due_to_"" process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ""Pm1 aerosol particles"" means atmospheric particulate compounds with an aerodynamic diameter of less than or equal to 1 micrometers.",,SDN:P07::OAVSRHQP
http://vocab.nerc.ac.uk/collection/P07/current/2YNV3EKQ/,tendency_of_integral_wrt_depth_of_sea_water_salinity_expressed_as_salt_mass_content_due_to_parameterized_mesoscale_eddy_advection,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The phrase ""integral_wrt_X_of_Y"" means int Y dX. To specify the limits of the integral the data variable should have an axis for X and associated coordinate bounds. If no axis for X is associated with the data variable, or no coordinate bounds are specified, it is assumed that the integral is calculated over the entire vertical extent of the medium, e.g, if the medium is air the integral is assumed to be calculated over the full depth of the atmosphere. The abbreviation ""wrt"" means ""with respect to"". Depth is the vertical distance below the surface. Sea water salinity is the salt concentration of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. There are standard names for the more precisely defined salinity quantities sea_water_knudsen_salinity, S_K (used for salinity observations between 1901 and 1966), sea_water_cox_salinity, S_C (used for salinity observations between 1967 and 1977), sea_water_practical_salinity, S_P (used for salinity observations from 1978 to the present day), sea_water_absolute_salinity, S_A, sea_water_preformed_salinity, S_*, and sea_water_reference_salinity. Salinity quantities that do not match any of the precise definitions should be given the more general standard name of sea_water_salinity. The specification of a physical process by the phrase ""due_to_"" process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. Parameterized eddy advection in an ocean model means the part due to a scheme representing parameterized eddy-induced advective effects not included in the resolved model velocity field. Parameterized mesoscale eddy advection occurs on a spatial scale of many tens of kilometres and an evolutionary time of weeks. Reference: James C. McWilliams 2016, Submesoscale currents in the ocean, Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences, volume 472, issue 2189. DOI: 10.1098/rspa.2016.0117. Parameterized mesoscale eddy advection is represented in ocean models using schemes such as the Gent-McWilliams scheme. There are also standard names for parameterized_submesoscale_eddy_advection which, along with parameterized_mesoscale_eddy_advection, contributes to the total parameterized eddy advection. Additionally, when the parameterized advective process is represented in the model as a skew-diffusion rather than an advection, then the parameterized skew diffusion should be included in this diagnostic. The convergence of a skew-flux is identical (in the continuous formulation) to the convergence of an advective flux, making their tendencies the same.",,SDN:P07::2YNV3EKQ
http://vocab.nerc.ac.uk/collection/P07/current/QGCQI0I8/,tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_parameterized_mesoscale_eddy_advection,"The phrase ""tendency_of_X"" means derivative of X with respect to time. ""Content"" indicates a quantity per unit area. The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. Parameterized eddy advection in an ocean model means the part due to a scheme representing parameterized eddy-induced advective effects not included in the resolved model velocity field. Parameterized mesoscale eddy advection occurs on a spatial scale of many tens of kilometres and an evolutionary time of weeks. Reference: James C. McWilliams 2016, Submesoscale currents in the ocean, Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences, volume 472, issue 2189. DOI: 10.1098/rspa.2016.0117. Parameterized mesoscale eddy advection is represented in ocean models using schemes such as the Gent-McWilliams scheme. There are also standard names for parameterized_submesoscale_eddy_advection which, along with parameterized_mesoscale_eddy_advection, contributes to the total parameterized eddy advection. Additionally, when the parameterized advective process is represented in the model as a skew-diffusion rather than an advection, then the parameterized skew diffusion should be included in this diagnostic. The convergence of a skew-flux is identical (in the continuous formulation) to the convergence of an advective flux, making their tendencies the same.",,SDN:P07::QGCQI0I8
http://vocab.nerc.ac.uk/collection/P07/current/CF12N511/,mole_fraction_of_aceto_nitrile_in_air,"""Mole fraction"" is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". The chemical formula for acetonitrile is CH3CN. The IUPAC name for acetonitrile is ethanenitrile.",,SDN:P07::CF12N511
http://vocab.nerc.ac.uk/collection/P07/current/CFSN0095/,transpiration_flux,"In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics. Transpiration is the process by which liquid water in plant stomata is transferred as water vapor into the atmosphere.",,SDN:P07::CFSN0095
http://vocab.nerc.ac.uk/collection/P07/current/H5R40ZP2/,platform_pitch_rate_fore_down,"""Pitch rate"" is the rate of rotation about an axis that is perpendicular to both the local vertical axis and the nominal forward motion direction of the platform. Pitch rate might not include changes to the ""at rest"" rotation of the platform with respect to the axis of rotation, which may change over time. ""Fore down"" indicates that positive values of pitch rate represent the front of the platform falling as viewed by an observer on top of the platform facing forward. The standard name platform_pitch_rate_fore_up should be used for data having the opposite sign convention. The standard name platform_pitch_rate should be chosen only if the sign convention of the data is unknown. A ""platform"" is a structure or vehicle that serves as a base for mounting sensors. Platforms include, but are not limited to, satellites, aeroplanes, ships, buoys, instruments, ground stations, and masts.",,SDN:P07::H5R40ZP2
http://vocab.nerc.ac.uk/collection/P07/current/DYDDS3SD/,radioactivity_concentration_of_155Sm_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Sm"" means the element ""samarium"" and ""155Sm"" is the isotope ""samarium-155"" with a half-life of 1.54e-02 days.",,SDN:P07::DYDDS3SD
http://vocab.nerc.ac.uk/collection/P07/current/OQ1VA7M9/,surface_upwelling_longwave_flux_in_air_assuming_clear_sky_and_no_aerosol,"The surface called ""surface"" means the lower boundary of the atmosphere. The term ""longwave"" means longwave radiation. Upwelling radiation is radiation from below. It does not mean ""net upward"". The sign convention is that ""upwelling"" is positive upwards and ""downwelling"" is positive downwards. When thought of as being incident on a surface, a radiative flux is sometimes called ""irradiance"". In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called ""vector irradiance"". In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics. A phrase assuming_condition indicates that the named quantity is the value which would obtain if all aspects of the system were unaltered except for the assumption of the circumstances specified by the condition. ""Clear sky"" means in the absence of clouds.",,SDN:P07::OQ1VA7M9
http://vocab.nerc.ac.uk/collection/P07/current/CFSN0828/,surface_geostrophic_sea_water_y_velocity,"The surface called ""surface"" means the lower boundary of the atmosphere. A velocity is a vector quantity. ""y"" indicates a vector component along the grid y-axis, positive with increasing y. ""Geostrophic"" indicates that geostrophic balance is assumed, i.e. that the pressure gradient force and the Coriolis force are balanced and the large scale fluid flow is parallel to the isobars. The quantity with standard name surface_geostrophic_sea_water_y_velocity is the sum of a variable part, surface_geostrophic_sea_water_y_velocity_assuming_mean_sea_level_for_geoid, and a constant part due to the stationary component of ocean circulation.",,SDN:P07::CFSN0828
http://vocab.nerc.ac.uk/collection/P07/current/ZAQMIZA3/,integral_wrt_time_of_radioactivity_concentration_of_143Ce_in_air,"The phrase ""integral_wrt_X_of_Y"" means int Y dX. The data variable should have an axis for X specifying the limits of the integral as bounds. The phrase ""wrt"" means ""with respect to"". ""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Ce"" means the element ""cerium"" and ""143Ce"" is the isotope ""cerium-143"" with a half-life of 1.37e+00 days.",,SDN:P07::ZAQMIZA3
http://vocab.nerc.ac.uk/collection/P07/current/CFSN0620/,ertel_potential_vorticity,"The Ertel potential vorticity is the scalar product of the atmospheric absolute vorticity vector and the gradient of potential temperature. It is a conserved quantity in the absence of friction and heat sources [AMS Glossary, http://glossary.ametsoc.org/wiki/Ertel_potential_vorticity]. A frequently used simplification of the general Ertel potential vorticity considers the Earth rotation vector to have only a vertical component. Then, only the vertical contribution of the scalar product is calculated. It is strongly recommended that a variable with this standard name should have the attribute units_metadata=""temperature: difference"", meaning that it refers to temperature differences and implying that the origin of the temperature scale is irrelevant, because it is essential to know whether a temperature is on-scale or a difference in order to convert the units correctly (cf. https://cfconventions.org/cf-conventions/cf-conventions.html#temperature-units).",,SDN:P07::CFSN0620
http://vocab.nerc.ac.uk/collection/P07/current/KO9CYX0N/,lwe_solid_precipitation_rate,"""Solid Precipitation"" in the earth's atmosphere means precipitation of water in solid phase only. The abbreviation ""lwe"" means liquid water equivalent.",,SDN:P07::KO9CYX0N
http://vocab.nerc.ac.uk/collection/P07/current/ZJ9UT8HS/,surface_radioactivity_content_of_145Pr,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Pr"" means the element ""praseodymium"" and ""145Pr"" is the isotope ""praseodymium-145"" with a half-life of 2.49e-01 days.",,SDN:P07::ZJ9UT8HS
http://vocab.nerc.ac.uk/collection/P07/current/GSELSPVF/,mole_concentration_of_pfas_in_particulate_organic_matter_in_sea_water,"""Mole concentration"" means number of moles per unit volume, also called ""molarity"", and is used in the construction ""mole_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical species or biological group denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". PFAS means per- and polyfluoroalkyl substances. For Perfluoroalkyl substances the general structure is C(n)F(2n+1)-R and for Polyfluoroalkyl substances the general structure is C(n)F(2n+1-x)H(x)-R, with R being a functional group. PFAS is the term used in standard names to describe the group of chemical species having this common structure that are represented within a given model. The list of individual species that are included in a quantity having a group chemical standard name can vary between models. Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. Particulate organic matter (also called POM) means organic matter that does not pass through a reference filter pore size. ""Organic matter"" means material which is derived from living organisms or from their biological activities. Organic matter consists of carbon-based compounds.",,SDN:P07::GSELSPVF
http://vocab.nerc.ac.uk/collection/P07/current/IKCO2MFI/,surface_radioactivity_content_of_159Eu,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Eu"" means the element ""europium"" and ""159Eu"" is the isotope ""europium-159"" with a half-life of 1.26e-02 days.",,SDN:P07::IKCO2MFI
http://vocab.nerc.ac.uk/collection/P07/current/VA74VJG5/,radioactivity_concentration_of_127mTe_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Te"" means the element ""tellurium"" and ""127mTe"" is the metastable state of the isotope ""tellurium-127"" with a half-life of 1.09e+02 days.",,SDN:P07::VA74VJG5
http://vocab.nerc.ac.uk/collection/P07/current/CFV7N56/,mole_fraction_of_propane_in_air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.",,SDN:P07::CFV7N56
http://vocab.nerc.ac.uk/collection/P07/current/9AHIKJPG/,integral_wrt_time_of_radioactivity_concentration_of_233Th_in_air,"The phrase ""integral_wrt_X_of_Y"" means int Y dX. The data variable should have an axis for X specifying the limits of the integral as bounds. The phrase ""wrt"" means ""with respect to"". ""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Th"" means the element ""thorium"" and ""233Th"" is the isotope ""thorium-233"" with a half-life of 1.54e-02 days.",,SDN:P07::9AHIKJPG
http://vocab.nerc.ac.uk/collection/P07/current/CF12N403/,mass_fraction_of_nitrous_acid_in_air,"""Mass fraction"" is used in the construction ""mass_fraction_of_X_in_Y"", where X is a material constituent of Y. It means the ratio of the mass of X to the mass of Y (including X). A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". The chemical formula for nitrous acid is HNO2.",,SDN:P07::CF12N403
http://vocab.nerc.ac.uk/collection/P07/current/9ZW95HQP/,radioactivity_concentration_of_215Bi_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Bi"" means the element ""bismuth"" and ""215Bi"" is the isotope ""bismuth-215"" with a half-life of 4.86e-03 days.",,SDN:P07::9ZW95HQP
http://vocab.nerc.ac.uk/collection/P07/current/CF12N124/,atmosphere_moles_of_brox_expressed_as_bromine,"The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ""Brox"" describes a family of chemical species consisting of inorganic bromine compounds with the exception of hydrogen bromide (HBr) and bromine nitrate (BrONO2). The phrase ""expressed_as"" is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. ""Brox"" is the term used in standard names for all species belonging to the family that are represented within a given model. The list of individual species that are included in a quantity with a group chemical standard name can vary between models. Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. ""Inorganic bromine"", sometimes referred to as Bry, describes a family of chemical species which result from the degradation of source gases containing bromine (halons, methyl bromide, VSLS) and natural inorganic bromine sources such as volcanoes, sea salt and other aerosols. Standard names that use the term ""inorganic_bromine"" are used for quantities that contain all inorganic bromine species including HCl and ClONO2.",,SDN:P07::CF12N124
http://vocab.nerc.ac.uk/collection/P07/current/DBAAFFII/,tendency_of_atmosphere_mass_content_of_ketones_due_to_emission_from_industrial_processes_and_combustion,"""tendency_of_X"" means derivative of X with respect to time. ""Content"" indicates a quantity per unit area. The ""atmosphere content"" of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including ""content_of_atmosphere_layer"" are used. The mass is the total mass of the molecules. The specification of a physical process by the phrase ""due_to_"" process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ""Emission"" means emission from a primary source located anywhere within the atmosphere, including at the lower boundary (i.e. earth&amp;apos;s surface). ""Emission"" is a process entirely distinct from ""re-emission"" which is used in some standard names. In organic chemistry, a ketone is a compound with the structure RC(=O)R&amp;apos;, where R and R&amp;apos; can be a variety of atoms and groups of atoms. It features a carbonyl group (C=O) bonded to two other carbon atoms. Acetone is the simplest example of a ketone. In standard names ""ketones"" is the term used to describe the group of ketone species that are represented within a given model. The list of individual species that are included in a quantity having a group chemical standard name can vary between models. Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. The ""industrial processes and combustion"" sector comprises fuel combustion activities related to manufacturing industries and construction, industrial processes related to mineral products, the chemical industry, metal production, the production of pulp, paper, food and drink, and non-energy industry use of lubricants and waxes. It may also include any not-classified or ""other"" combustion, which is commonly included in industry-related inventory data. ""Industrial processes and combustion"" is the term used in standard names to describe a collection of emission sources. A variable which has this value for the standard_name attribute should be accompanied by a comment attribute which lists the source categories and provides a reference to the categorization scheme, for example, ""IPCC (Intergovernmental Panel on Climate Change) source categories 1A2, 2A, 2B, 2C, 2D and 2G as defined in the 2006 IPCC guidelines for national greenhouse gas inventories"".",,SDN:P07::DBAAFFII
